"acc","locus_tag","gene_name","length_nt","start","end","type","annotation"
"NP_012868.1","YKL055C","OAR1",837,335321,336157,"protein_coding","3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)"
"NP_012869.1","YKL054C","DEF1",2217,336537,338753,"protein_coding","DNA damage-responsive RNA polymerase-degradation factor DEF1"
"NP_012870.1","YKL053C-A","MDM35",261,339182,339442,"protein_coding","Mdm35p"
"NP_012872.2","YKL052C","ASK1",879,339668,340546,"protein_coding","Ask1p"
"NP_012873.1","YKL051W","SFK1",1062,341312,342373,"protein_coding","Sfk1p"
"NP_012874.1","YKL050C",NA,2769,342852,345620,"protein_coding","hypothetical protein"
"NP_012875.2","YKL049C","CSE4",690,346075,346764,"protein_coding","centromeric DNA-binding histone H3-like protein CSE4"
"NP_012876.1","YKL048C","ELM1",1923,347214,349136,"protein_coding","serine/threonine protein kinase ELM1"
"NP_012877.1","YKL047W","ANR2",1551,349463,351013,"protein_coding","Anr2p"
"NP_012878.1","YKL046C","DCW1",1350,351275,352624,"protein_coding","putative mannan endo-1,6-alpha-mannosidase"
"NP_012879.1","YKL045W","PRI2",1587,353493,355079,"protein_coding","DNA primase subunit PRI2"
"NP_001257684.1","YKL044W","MMO1",321,356322,356642,"protein_coding","Mmo1p"
"NP_012881.1","YKL043W","PHD1",1101,356748,357848,"protein_coding","Phd1p"
"NP_012882.3","YKL042W","SPC42",1092,358475,359566,"protein_coding","Spc42p"
"NP_012883.1","YKL041W","VPS24",675,360143,360817,"protein_coding","ESCRT-III subunit protein VPS24"
"NP_012884.3","YKL040C","NFU1",771,361058,361828,"protein_coding","Nfu1p"
"NP_012885.2","YKL039W","PTM1",1572,362622,364193,"protein_coding","Ptm1p"
"NP_012886.3","YKL038W","RGT1",3513,365605,369117,"protein_coding","Rgt1p"
"NP_012887.1","YKL037W","AIM26",357,369365,369721,"protein_coding","Aim26p"
"NP_012889.3","YKL035W","UGP1",1500,369891,371390,"protein_coding","UTP glucose-1-phosphate uridylyltransferase"
"NP_012890.1","YKL034W","TUL1",2277,371829,374105,"protein_coding","ubiquitin-protein ligase TUL1"
"NP_012891.4","YKL033W-A",NA,711,374505,375215,"protein_coding","putative hydrolase"
"NP_012892.1","YKL033W","TTI1",3117,375456,378572,"protein_coding","Tti1p"
"NP_012893.3","YKL032C","IXR1",1794,380065,381858,"protein_coding","DNA-binding transcription repressor IXR1"
"NP_012896.1","YKL029C","MAE1",2010,382716,384725,"protein_coding","malate dehydrogenase (oxaloacetate-decarboxylating)"
"NP_012897.3","YKL028W","TFA1",1449,385758,387206,"protein_coding","transcription factor TFIIE subunit TFA1"
"NP_012898.1","YKL027W","TCD2",1344,387562,388905,"protein_coding","tRNA threonylcarbamoyladenosine dehydratase"
"NP_012899.3","YKL026C","GPX1",504,389380,389883,"protein_coding","glutathione peroxidase GPX1"
"NP_012900.1","YKL025C","PAN3",2040,390240,392279,"protein_coding","Pan3p"
"NP_012901.3","YKL024C","URA6",615,392526,393140,"protein_coding","bifunctional uridylate/adenylate kinase"
"NP_001032581.1","YKL023C-A",NA,228,393146,393373,"protein_coding","hypothetical protein"
"NP_012902.4","YKL023W",NA,834,393721,394554,"protein_coding","hypothetical protein"
"NP_012903.1","YKL022C","CDC16",2523,394726,397248,"protein_coding","anaphase promoting complex subunit CDC16"
"NP_012904.3","YKL021C","MAK11",1407,397344,398750,"protein_coding","Mak11p"
"NP_012905.1","YKL020C","SPT23",3249,398832,402080,"protein_coding","Spt23p"
"NP_012906.3","YKL019W","RAM2",951,402568,403518,"protein_coding","bifunctional protein farnesyltransferase/protein geranylgeranyltransferase"
"NP_076899.1","YKL018C-A",NA,300,403580,403879,"protein_coding","hypothetical protein"
"NP_012907.3","YKL018W","SWD2",990,404102,405091,"protein_coding","WD-repeat containing protein SWD2"
"NP_012908.1","YKL017C","HCS1",2052,405190,407241,"protein_coding","ATP-dependent 5'-3' DNA helicase HCS1"
"NP_012909.3","YKL016C","ATP7",525,407465,407989,"protein_coding","F1F0 ATP synthase subunit d"
"NP_012910.1","YKL015W","PUT3",2940,408544,411483,"protein_coding","Put3p"
"NP_012911.3","YKL014C","URB1",5295,411619,416913,"protein_coding","Urb1p"
"NP_012912.1","YKL013C","ARC19",516,417508,418023,"protein_coding","Arc19p"
"NP_012913.3","YKL012W","PRP40",1752,418310,420061,"protein_coding","Prp40p"
"NP_012914.1","YKL011C","CCE1",1062,420155,421216,"protein_coding","cruciform cutting endonuclease"
"NP_012915.3","YKL010C","UFD4",4452,421424,425875,"protein_coding","putative ubiquitin-protein ligase UFD4"
"NP_012916.1","YKL009W","MRT4",711,426242,426952,"protein_coding","Mrt4p"
"NP_012917.3","YKL008C","LAC1",1257,427295,428551,"protein_coding","sphingosine N-acyltransferase LAC1"
"NP_012918.1","YKL007W","CAP1",807,429302,430108,"protein_coding","Cap1p"
"NP_012921.3","YKL005C","BYE1",1785,433093,434877,"protein_coding","Bye1p"
"NP_012922.1","YKL004W","AUR1",1206,435580,436785,"protein_coding","inositol phosphorylceramide synthase"
"NP_012923.3","YKL003C","MRP17",396,437097,437492,"protein_coding","mitochondrial 37S ribosomal protein YmS16"
"NP_012925.3","YKL001C","MET14",609,438777,439385,"protein_coding","adenylyl-sulfate kinase"
"NP_012926.1","YKR001C","VPS1",2115,440608,442722,"protein_coding","dynamin-like GTPase VPS1"
"NP_012927.3","YKR002W","PAP1",1707,443232,444938,"protein_coding","polynucleotide adenylyltransferase PAP1"
"NP_012928.1","YKR003W","OSH6",1347,445381,446727,"protein_coding","oxysterol-binding protein OSH6"
"NP_012931.4","YKR006C","MRPL13",795,450423,451217,"protein_coding","mitochondrial 54S ribosomal protein YmL13"
"NP_012932.1","YKR007W","MEH1",555,451434,451988,"protein_coding","Meh1p"
"NP_012933.4","YKR008W","RSC4",1878,452201,454078,"protein_coding","Rsc4p"
"NP_012934.1","YKR009C","FOX2",2703,454352,457054,"protein_coding","bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2"
"NP_012935.3","YKR010C","TOF2",2316,458924,461239,"protein_coding","Tof2p"
"NP_012936.1","YKR011C",NA,1062,461635,462696,"protein_coding","hypothetical protein"
"NP_012938.3","YKR013W","PRY2",990,463959,464948,"protein_coding","sterol-binding protein"
"NP_012939.1","YKR014C","YPT52",705,465367,466071,"protein_coding","Rab family GTPase YPT52"
"NP_012940.3","YKR015C",NA,1707,466961,468667,"protein_coding","hypothetical protein"
"NP_012941.1","YKR016W","MIC60",1623,469717,471339,"protein_coding","Mic60p"
"NP_012942.3","YKR017C","HEL1",1656,471694,473349,"protein_coding","E3 ubiquitin-protein ligase HEL1"
"NP_012943.1","YKR018C",NA,2178,473723,475900,"protein_coding","hypothetical protein"
"NP_012944.3","YKR019C","IRS4",1848,476216,478063,"protein_coding","Irs4p"
"NP_012945.1","YKR020W","VPS51",495,478338,478832,"protein_coding","Vps51p"
"NP_012946.3","YKR021W","ALY1",2748,479234,481981,"protein_coding","Aly1p"
"NP_012947.1","YKR022C","NTR2",969,482171,483139,"protein_coding","Ntr2p"
"NP_012948.3","YKR023W",NA,1593,483419,485011,"protein_coding","hypothetical protein"
"NP_012949.1","YKR024C","DBP7",2229,485144,487372,"protein_coding","putative ATP-dependent RNA helicase"
"NP_012950.3","YKR025W","RPC37",849,487770,488618,"protein_coding","DNA-directed RNA polymerase III subunit C37"
"NP_012951.1","YKR026C","GCN3",918,488738,489655,"protein_coding","translation initiation factor eIF2B subunit alpha"
"NP_012952.3","YKR027W","BCH2",2298,491364,493661,"protein_coding","Bch2p"
"NP_012953.2","YKR028W","SAP190",3102,494257,497358,"protein_coding","Sap190p"
"NP_012954.3","YKR029C","SET3",2256,497578,499833,"protein_coding","histone-binding protein SET3"
"NP_012955.1","YKR030W","GMH1",822,500282,501103,"protein_coding","Gmh1p"
"NP_012956.3","YKR031C","SPO14",5052,501344,506395,"protein_coding","phospholipase D"
"NP_001335791.1","YKR032W",NA,315,506517,506831,"protein_coding","hypothetical protein"
"NP_012959.1","YKR034W","DAL80",810,506898,507707,"protein_coding","Dal80p"
"NP_012961.3","YKR035W-A","DID2",615,507939,508553,"protein_coding","Did2p"
"NP_012962.3","YKR036C","CAF4",1932,508702,510633,"protein_coding","Caf4p"
"NP_012963.3","YKR037C","SPC34",888,510910,511797,"protein_coding","Spc34p"
"NP_012964.2","YKR038C","KAE1",1161,511999,513159,"protein_coding","tRNA N6-adenosine threonylcarbamoyltransferase"
"NP_012965.3","YKR039W","GAP1",1809,515063,516871,"protein_coding","amino acid permease GAP1"
"NP_012967.1","YKR041W",NA,753,518198,518950,"protein_coding","hypothetical protein"
"NP_012968.4","YKR042W","UTH1",1098,519527,520624,"protein_coding","SUN family protein UTH1"
"NP_012969.1","YKR043C","SHB17",816,520897,521712,"protein_coding","sedoheptulose-bisphosphatase"
"NP_012970.3","YKR044W","UIP5",1332,522015,523346,"protein_coding","Uip5p"
"NP_012971.2","YKR045C",NA,552,523418,523969,"protein_coding","hypothetical protein"
"NP_012972.3","YKR046C","PET10",852,524223,525074,"protein_coding","Pet10p"
"NP_012974.1","YKR048C","NAP1",1254,525387,526640,"protein_coding","histone chaperone NAP1"
"NP_012975.3","YKR049C","FMP46",402,526830,527231,"protein_coding","putative redox protein"
"NP_012976.1","YKR050W","TRK2",2670,527815,530484,"protein_coding","Trk2p"
"NP_012977.3","YKR051W",NA,1257,530946,532202,"protein_coding","hypothetical protein"
"NP_012978.1","YKR052C","MRS4",915,532550,533464,"protein_coding","Fe(2+) transporter"
"NP_012979.3","YKR053C","YSR3",1215,534067,535281,"protein_coding","sphinganine kinase YSR3"
"NP_012980.1","YKR054C","DYN1",12279,535647,547925,"protein_coding","dynein heavy chain"
"NP_012981.3","YKR055W","RHO4",876,548216,549091,"protein_coding","Rho family GTPase RHO4"
"NP_012982.2","YKR056W","TRM2",1920,549448,551367,"protein_coding","Trm2p"
"NP_012984.2","YKR058W","GLG1",1851,552770,554620,"protein_coding","glycogenin glucosyltransferase GLG1"
"NP_012985.3","YKR059W","TIF1",1188,554987,556174,"protein_coding","translation initiation factor eIF4A"
"NP_012986.1","YKR060W","UTP30",825,556518,557342,"protein_coding","Utp30p"
"NP_012987.3","YKR061W","KTR2",1278,557677,558954,"protein_coding","mannosyltransferase KTR2"
"NP_012988.1","YKR062W","TFA2",987,559666,560652,"protein_coding","transcription factor TFIIE subunit TFA2"
"NP_012989.3","YKR063C","LAS1",1509,560789,562297,"protein_coding","rRNA-processing protein LAS1"
"NP_012990.1","YKR064W","OAF3",2592,562547,565138,"protein_coding","Oaf3p"
"NP_012991.3","YKR065C","PAM17",594,565299,565892,"protein_coding","Pam17p"
"NP_012992.1","YKR066C","CCP1",1086,566113,567198,"protein_coding","cytochrome-c peroxidase"
"NP_012993.3","YKR067W","GPT2",2232,567918,570149,"protein_coding","bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2"
"NP_012994.1","YKR068C","BET3",582,570328,570909,"protein_coding","TRAPP complex core subunit BET3"
"NP_012995.3","YKR069W","MET1",1782,571612,573393,"protein_coding","uroporphyrinogen-III C-methyltransferase"
"NP_012996.1","YKR070W",NA,1059,573574,574632,"protein_coding","hypothetical protein"
"NP_012997.3","YKR071C","DRE2",1047,574934,575980,"protein_coding","electron carrier DRE2"
"NP_012998.1","YKR072C","SIS2",1689,576435,578123,"protein_coding","phosphopantothenoylcysteine decarboxylase complex subunit SIS2"
"NP_001335792.1","YKR073C",NA,321,578187,578507,"protein_coding","hypothetical protein"
"NP_013000.3","YKR074W","AIM29",468,579209,579676,"protein_coding","Aim29p"
"NP_013001.1","YKR075C",NA,924,579827,580750,"protein_coding","hypothetical protein"
"NP_013002.3","YKR076W","ECM4",1113,582283,583395,"protein_coding","S-glutathionyl-(chloro)hydroquinone reductase"
"NP_013003.1","YKR077W","MSA2",1092,583653,584744,"protein_coding","Msa2p"
"NP_013004.3","YKR078W",NA,1758,584952,586709,"protein_coding","hypothetical protein"
"NP_013005.1","YKR079C","TRZ1",2517,586789,589305,"protein_coding","tRNase Z"
"NP_013006.3","YKR080W","MTD1",963,590395,591357,"protein_coding","methylenetetrahydrofolate dehydrogenase (NAD(+))"
"NP_013007.1","YKR081C","RPF2",1035,591506,592540,"protein_coding","rRNA-binding ribosome biosynthesis protein RPF2"
"NP_013008.3","YKR082W","NUP133",3474,592825,596298,"protein_coding","Nup133p"
"NP_013009.1","YKR083C","DAD2",402,596421,596822,"protein_coding","Dad2p"
"NP_013010.3","YKR084C","HBS1",1836,597055,598890,"protein_coding","ribosome dissociation factor GTPase HBS1"
"NP_013011.1","YKR085C","MRPL20",588,599094,599681,"protein_coding","mitochondrial 54S ribosomal protein YmL20"
"NP_013012.3","YKR086W","PRP16",3216,599857,603072,"protein_coding","DEAH-box RNA helicase PRP16"
"NP_013013.2","YKR087C","OMA1",1038,603195,604232,"protein_coding","metalloendopeptidase"
"NP_013014.3","YKR088C","TVP38",1014,604405,605418,"protein_coding","Tvp38p"
"NP_013015.1","YKR089C","TGL4",2733,605633,608365,"protein_coding","Tgl4p"
"NP_013016.4","YKR090W","PXL1",2121,608946,611066,"protein_coding","Pxl1p"
"NP_013017.2","YKR091W","SRL3",741,611525,612265,"protein_coding","DNA-binding protein SRL3"
"NP_013018.3","YKR092C","SRP40",1221,612665,613885,"protein_coding","Srp40p"
"NP_013019.1","YKR093W","PTR2",1806,615730,617535,"protein_coding","Ptr2p"
"NP_013021.1","YKR095W","MLP1",5628,619805,625432,"protein_coding","Mlp1p"
"NP_013022.1","YKR096W","ESL2",3588,626793,630380,"protein_coding","Esl2p"
"NP_013023.3","YKR097W","PCK1",1650,631152,632801,"protein_coding","phosphoenolpyruvate carboxykinase PCK1"
"NP_013024.1","YKR098C","UBP11",2154,633026,635179,"protein_coding","ubiquitin-specific protease UBP11"
"NP_013025.3","YKR099W","BAS1",2436,635851,638286,"protein_coding","Bas1p"
"NP_013026.2","YKR100C","SKG1",1068,638901,639968,"protein_coding","Skg1p"
"NP_013027.4","YKR101W","SIR1",1965,640540,642504,"protein_coding","Sir1p"
"NP_013028.1","YKR102W","FLO10",3510,646356,649865,"protein_coding","Flo10p"
"NP_013029.3","YKR103W","NFT1",3657,653080,656736,"protein_coding","putative multidrug transporter NFT1"
"NP_013030.1","YKR104W","NFT1",921,656836,657756,"protein_coding","hypothetical protein"
"NP_013031.3","YKR105C","VBA5",1749,658716,660464,"protein_coding","basic amino acid transporter"
"NP_013032.1","YKR106W","GEX2",1848,661442,663289,"protein_coding","glutathione exchanger"
"NP_878115.1","YLL066W-B",NA,171,5605,5775,"protein_coding","hypothetical protein"
"NP_013036.1","YLL064C","PAU18",363,13083,13445,"protein_coding","seripauperin PAU18"
"NP_013037.1","YLL063C","AYT1",1425,14648,16072,"protein_coding","acetyltransferase"
"NP_013038.1","YLL062C","MHT1",975,16639,17613,"protein_coding","S-adenosylmethionine-homocysteine S-methyltransferase MHT1"
"NP_013039.1","YLL061W","MMP1",1752,17956,19707,"protein_coding","S-methylmethionine permease MMP1"
"NP_013040.1","YLL060C","GTT2",702,21138,21839,"protein_coding","glutathione transferase GTT2"
"NP_013042.1","YLL058W",NA,1728,23569,25296,"protein_coding","cystathionine gamma-synthase"
"NP_013043.1","YLL057C","JLP1",1239,25756,26994,"protein_coding","sulfonate dioxygenase"
"NP_013044.1","YLL056C",NA,897,27409,28305,"protein_coding","hypothetical protein"
"NP_013045.1","YLL055W","YCT1",1596,30109,31704,"protein_coding","Yct1p"
"NP_013046.2","YLL054C",NA,2532,32673,35204,"protein_coding","hypothetical protein"
"NP_013047.1","YLL053C",NA,459,35503,35961,"protein_coding","hypothetical protein"
"NP_013048.1","YLL052C","AQY2",450,35912,36361,"protein_coding","Aqy2p"
"NP_013049.1","YLL051C","FRE6",2139,37333,39471,"protein_coding","putative ferric-chelate reductase"
"NP_013051.1","YLL049W","LDB18",540,40666,41205,"protein_coding","Ldb18p"
"NP_013052.1","YLL048C","YBT1",4986,41280,46265,"protein_coding","bile acid-transporting ATPase YBT1"
"NP_013054.1","YLL046C","RNP1",750,46714,47463,"protein_coding","Rnp1p"
"NP_013055.1","YLL045C","RPL8B",771,47859,48629,"protein_coding","ribosomal 60S subunit protein L8B"
"NP_013057.1","YLL043W","FPS1",2010,49938,51947,"protein_coding","Fps1p"
"NP_013058.1","YLL042C","ATG10",504,52087,52590,"protein_coding","E2-like conjugating enzyme"
"NP_013059.1","YLL041C","SDH2",801,53131,53931,"protein_coding","succinate dehydrogenase iron-sulfur protein subunit SDH2"
"NP_013060.1","YLL040C","VPS13",9435,54211,63645,"protein_coding","membrane morphogenesis protein VPS13"
"NP_013061.1","YLL039C","UBI4",1146,64062,65207,"protein_coding","ubiquitin"
"NP_013062.1","YLL038C","ENT4",744,65775,66518,"protein_coding","Ent4p"
"NP_013064.1","YLL036C","PRP19",1512,66745,68256,"protein_coding","E3 ubiquitin-protein ligase PRP19"
"NP_013065.1","YLL035W","GRC3",1899,68580,70478,"protein_coding","polynucleotide 5'-hydroxyl-kinase"
"NP_013066.1","YLL034C","RIX7",2514,70633,73146,"protein_coding","putative AAA family ATPase RIX7"
"NP_013067.1","YLL033W","IRC19",693,73409,74101,"protein_coding","Irc19p"
"NP_013068.1","YLL032C",NA,2478,74270,76747,"protein_coding","hypothetical protein"
"NP_013069.1","YLL031C","GPI13",3054,77152,80205,"protein_coding","mannose-ethanolamine phosphotransferase GPI13"
"NP_001335793.1","YLL030C","RRT7",342,80356,80697,"protein_coding","Rrt7p"
"NP_013071.1","YLL029W","FRA1",2250,81461,83710,"protein_coding","Fra1p"
"NP_013072.1","YLL028W","TPO1",1761,84804,86564,"protein_coding","Tpo1p"
"NP_013073.1","YLL027W","ISA1",753,87403,88155,"protein_coding","Fe-binding Fe/S cluster assembly protein ISA1"
"NP_013074.1","YLL026W","HSP104",2727,88623,91349,"protein_coding","chaperone ATPase HSP104"
"NP_013075.1","YLL025W","PAU17",375,94747,95121,"protein_coding","seripauperin PAU17"
"NP_013076.1","YLL024C","SSA2",1920,95566,97485,"protein_coding","Hsp70 family chaperone SSA2"
"NP_013077.1","YLL023C","POM33",840,97997,98836,"protein_coding","nucleoporin POM33"
"NP_013078.1","YLL022C","HIF1",1158,99044,100201,"protein_coding","Hif1p"
"NP_013079.1","YLL021W","SPA2",4401,100947,105347,"protein_coding","Spa2p"
"NP_013081.1","YLL019C","KNS1",2214,105686,107899,"protein_coding","serine/threonine protein kinase KNS1"
"NP_013082.1","YLL018C-A","COX19",297,108676,108972,"protein_coding","Cox19p"
"NP_013083.1","YLL018C","DPS1",1674,109902,111575,"protein_coding","aspartate--tRNA ligase DPS1"
"NP_013086.1","YLL015W","BPT1",4680,116432,121111,"protein_coding","ATP-binding cassette bilirubin transporter BPT1"
"NP_013087.1","YLL014W","EMC6",327,121322,121648,"protein_coding","Emc6p"
"NP_013088.1","YLL013C","PUF3",2640,122075,124714,"protein_coding","mRNA-binding protein PUF3"
"NP_013089.1","YLL012W","YEH1",1722,125534,127255,"protein_coding","sterol esterase"
"NP_013090.1","YLL011W","SOF1",1470,127523,128992,"protein_coding","rRNA-processing protein SOF1"
"NP_013091.1","YLL010C","PSR1",1284,129330,130613,"protein_coding","phosphatase"
"NP_013092.1","YLL009C","COX17",210,131205,131414,"protein_coding","copper metallochaperone COX17"
"NP_013093.1","YLL008W","DRS1",2259,131729,133987,"protein_coding","putative ATP-dependent RNA helicase"
