acc,locus_tag,old_locus_tag,length_nt,start,end,type,annotation
WP_012289398.1,VNG_RS07360,VNG1898C,426,1404655,1405080,protein_coding,universal stress protein
WP_012289399.1,VNG_RS07365,,1077,1405118,1406194,protein_coding,KaiC domain-containing protein
WP_010903393.1,VNG_RS07370,VNG1900C,849,1406440,1407288,protein_coding,D(+) kise
WP_010903394.1,VNG_RS07375,VNG1901C,936,1407337,1408272,protein_coding,GTP cyclohydrolase I FolE2
WP_081422753.1,VNG_RS07380,,909,1408320,1409228,protein_coding,DUF4870 domain-containing protein
WP_010903396.1,VNG_RS07385,VNG1903C,801,1409286,1410086,protein_coding,TrmB family transcriptiol regulator
WP_010903398.1,VNG_RS07390,VNG1905C,1683,1410377,1412059,protein_coding,thioredoxin domain-containing protein
WP_010903399.1,VNG_RS07395,VNG1906H,558,1412058,1412615,protein_coding,membrane protein FxsA
WP_010903400.1,VNG_RS07405,VNG1907H,444,1412832,1413275,protein_coding,hypothetical protein
WP_012289403.1,VNG_RS07410,,207,1413513,1413719,protein_coding,hypothetical protein
WP_010903401.1,VNG_RS07415,VNG1910H,267,1413751,1414017,protein_coding,hypothetical protein
WP_010903402.1,VNG_RS07420,VNG1911G,1038,1414027,1415064,protein_coding,Lrp/AsnC family transcriptiol regulator
WP_010903403.1,VNG_RS07425,VNG1912G,1059,1415175,1416233,protein_coding,anthranilate phosphoribosyltransferase
WP_012289404.1,VNG_RS07430,VNG1914G,543,1416301,1416843,protein_coding,peptidylprolyl isomerase
WP_010903405.1,VNG_RS07435,VNG1916H,342,1416890,1417231,protein_coding,hypothetical protein
WP_010903406.1,VNG_RS07445,VNG1917H,354,1417462,1417815,protein_coding,hypothetical protein
WP_010903407.1,VNG_RS07450,VNG1918C,762,1417818,1418579,protein_coding,heptaprenylglyceryl phosphate synthase
WP_010903408.1,VNG_RS07455,VNG1919H,360,1418630,1418989,protein_coding,chromosome condensation protein CrcB
WP_010903409.1,VNG_RS07460,VNG1921H,387,1418986,1419372,protein_coding,chromosome condensation protein CrcB
WP_010903410.1,VNG_RS07465,VNG1920H,477,1419466,1419942,protein_coding,hypothetical protein
WP_010903411.1,VNG_RS07470,VNG1922G,228,1419958,1420185,protein_coding,transcriptiol regulator
WP_012289405.1,VNG_RS07475,VNG1924G,678,1420186,1420863,protein_coding,TrkA family potassium uptake protein
WP_012289406.1,VNG_RS07480,VNG1925H,240,1420953,1421192,protein_coding,transcription regulator-like protein
WP_049892524.1,VNG_RS07485,VNG1926G,1047,1421211,1422257,protein_coding,2-oxo acid dehydrogese
WP_010903415.1,VNG_RS07490,VNG1927H,327,1422323,1422649,protein_coding,hypothetical protein
WP_010903416.1,VNG_RS07495,VNG1929G,600,1422660,1423259,protein_coding,thymidylate kise
WP_010903417.1,VNG_RS07500,VNG1932G,912,1423334,1424245,protein_coding,complex I NDUFA9 subunit family protein
WP_012289408.1,VNG_RS07505,VNG1933G,1185,1424403,1425587,protein_coding,cell division protein
WP_010903419.1,VNG_RS07510,VNG1934H,795,1425565,1426359,protein_coding,hypothetical protein
WP_010903420.1,VNG_RS07515,VNG1935C,630,1426359,1426988,protein_coding,2-phospho-L-lactate guanylyltransferase
WP_049892527.1,VNG_RS07520,VNG1937C,1119,1427030,1428148,protein_coding,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG"
WP_010903422.1,VNG_RS07525,VNG1938C,1362,1428155,1429516,protein_coding,FO synthase
WP_012289411.1,VNG_RS07530,VNG1939G,1017,1429664,1430680,protein_coding,phosphoribosylaminoimidazolesuccinocarboxamide synthase
WP_010903424.1,VNG_RS07535,VNG1940H,246,1430826,1431071,protein_coding,hypothetical protein
WP_010903425.1,VNG_RS07540,VNG1941C,1080,1431151,1432230,protein_coding,TIGR01210 family radical SAM protein
WP_010903426.1,VNG_RS07545,VNG1942H,339,1432237,1432575,protein_coding,hypothetical protein
WP_010903428.1,VNG_RS07550,VNG1945G,675,1432842,1433516,protein_coding,phosphoribosylformylglycimidine synthase
WP_010903429.1,VNG_RS07555,VNG1944C,255,1433513,1433767,protein_coding,"phosphoribosylformylglycimidine synthase, purS protein"
WP_010903430.1,VNG_RS07560,VNG1946G,912,1433893,1434804,protein_coding,ACT domain-containing protein
WP_010903431.1,VNG_RS07565,VNG1948H,915,1434889,1435803,protein_coding,hypothetical protein
WP_010903432.1,VNG_RS07570,VNG1949G,414,1435809,1436222,protein_coding,CBS domain-containing protein
WP_010903433.1,VNG_RS07575,VNG1951G,1758,1436310,1438067,protein_coding,serine protease
WP_010903434.1,VNG_RS07580,VNG1952H,774,1438138,1438911,protein_coding,hypothetical protein
WP_010903435.1,VNG_RS07585,VNG1953C,4092,1438929,1443020,protein_coding,cell surface protein
WP_010903436.1,VNG_RS07590,VNG1954H,282,1443227,1443508,protein_coding,hypothetical protein
WP_010903437.1,VNG_RS13365,VNG1956H,498,1443507,1444004,protein_coding,hypothetical protein
WP_010903438.1,VNG_RS07600,VNG1957G,1758,1444126,1445883,protein_coding,tR-ribosyltransferase
WP_010903439.1,VNG_RS07605,VNG1959G,1476,1445947,1447422,protein_coding,tR-guanine(15) transglycosylase
WP_010903441.1,VNG_RS07610,VNG1962C,543,1447671,1448213,protein_coding,NUDIX hydrolase
WP_010903443.1,VNG_RS07615,VNG1964a,540,1448260,1448799,protein_coding,kise
WP_010903444.1,VNG_RS07620,VNG1964H,1173,1448861,1450033,protein_coding,ATP-binding protein
WP_010903445.1,VNG_RS07625,VNG1965H,1050,1450110,1451159,protein_coding,hypothetical protein
WP_010903446.1,VNG_RS07630,VNG1967G,1533,1451162,1452694,protein_coding,glycerol kise
WP_010903447.1,VNG_RS07635,VNG1969G,1713,1452915,1454627,protein_coding,aerobic glycerol-3-phosphate dehydrogese subunit A
WP_010903448.1,VNG_RS07640,VNG1971G,1284,1454617,1455900,protein_coding,aerobic glycerol-3-phosphate dehydrogese subunit B
WP_010903449.1,VNG_RS07645,VNG1972G,1398,1455893,1457290,protein_coding,aerobic glycerol-3-phosphate dehydrogese subunit C
WP_010903450.1,VNG_RS07650,VNG1973H,633,1457335,1457967,protein_coding,hypothetical protein
WP_010903451.1,VNG_RS07655,VNG1974H,522,1458039,1458560,protein_coding,type IV pilin
WP_010903452.1,VNG_RS07660,VNG1976H,234,1458716,1458949,protein_coding,hypothetical protein
WP_010903453.1,VNG_RS13370,VNG1977H,912,1459030,1459941,protein_coding,ATP-binding protein
WP_010903454.1,VNG_RS13375,VNG1978H,420,1459955,1460374,protein_coding,hypothetical protein
WP_010903455.1,VNG_RS07670,VNG1980C,591,1461293,1461883,protein_coding,tR (pseudouridine(54)-N(1))-methyltransferase TrmY
WP_012289413.1,VNG_RS07675,VNG1983H,1224,1462101,1463324,protein_coding,hypothetical protein
WP_010903457.1,VNG_RS07680,VNG1982C,1278,1463506,1464783,protein_coding,tR pseudouridine(54/55) synthase Pus10
WP_010903458.1,VNG_RS07685,VNG1984G,639,1464785,1465423,protein_coding,ribonuclease HII
WP_010903459.1,VNG_RS07690,VNG1985C,1611,1465420,1467030,protein_coding,sodium:proton antiporter
WP_010903460.1,VNG_RS07695,VNG1986C,753,1467161,1467913,protein_coding,endonuclease NucS
WP_010903461.1,VNG_RS07700,VNG1987G,1530,1467921,1469450,protein_coding,preprotein translocase subunit SecD
WP_010903462.1,VNG_RS07705,VNG1988G,855,1469447,1470301,protein_coding,protein translocase subunit SecF
WP_010903463.1,VNG_RS07710,VNG1989H,474,1470434,1470907,protein_coding,hypothetical protein
WP_010903464.1,VNG_RS07715,VNG1991H,543,1470955,1471497,protein_coding,hypothetical protein
WP_010903465.1,VNG_RS07720,VNG1992G,1281,1471603,1472883,protein_coding,glucose-6-phosphate isomerase
WP_010903466.1,VNG_RS07725,VNG1993H,1050,1472892,1473941,protein_coding,CPBP family intramembrane metalloprotease
WP_012289414.1,VNG_RS07730,VNG1994C,462,1473943,1474404,protein_coding,D-binding protein
WP_010903468.1,VNG_RS07735,VNG1995C,240,1474404,1474643,protein_coding,photosystem reaction center subunit H
WP_010903469.1,VNG_RS07740,VNG1997G,1803,1474858,1476660,protein_coding,translation initiation factor aIF-2
WP_010903470.1,VNG_RS07745,VNG1998H,366,1476737,1477102,protein_coding,hypothetical protein
WP_010903471.1,VNG_RS07750,VNG1999H,483,1477154,1477636,protein_coding,pyruvoyl-dependent arginine decarboxylase
WP_010903472.1,VNG_RS07755,VNG2000G,1236,1477669,1478904,protein_coding,peptidase
WP_012289415.1,VNG_RS07760,VNG2001G,1794,1479000,1480793,protein_coding,oligoendopeptidase F
WP_010903474.1,VNG_RS07765,VNG2002H,1326,1480897,1482222,protein_coding,hypothetical protein
WP_010903475.1,VNG_RS07770,VNG2003G,801,1482219,1483019,protein_coding,tR pseudouridine(38-40) synthase TruA
WP_010903476.1,VNG_RS07775,VNG2005G,1299,1483024,1484322,protein_coding,histidine--tR ligase
WP_010903477.1,VNG_RS07780,VNG2006C,591,1484374,1484964,protein_coding,alpha hydrolase
WP_010903478.1,VNG_RS07785,VNG2008H,354,1484968,1485321,protein_coding,D-binding protein
WP_010903479.1,VNG_RS07790,VNG2010G,456,1485424,1485879,protein_coding,30S ribosomal protein S19e
WP_010903480.1,VNG_RS07795,VNG2011G,867,1486031,1486897,protein_coding,thiamine-monophosphate kise
WP_010903481.1,VNG_RS07800,VNG2012C,1113,1486894,1488006,protein_coding,site-2 protease family protein
WP_010903482.1,VNG_RS07805,VNG2014H,252,1488090,1488341,protein_coding,hypothetical protein
WP_010903483.1,VNG_RS07810,VNG2015C,726,1488724,1489449,protein_coding,UMP kise
WP_010903484.1,VNG_RS07815,VNG2017G,1647,1489454,1491100,protein_coding,lysine--tR ligase
WP_010903485.1,VNG_RS07820,VNG2019C,1803,1491180,1492982,protein_coding,PDZ domain-containing protein
WP_010903486.1,VNG_RS07825,VNG2020C,531,1492979,1493509,protein_coding,PadR family transcriptiol regulator
WP_010903487.1,VNG_RS07830,VNG2021C,1479,1493620,1495098,protein_coding,hypothetical protein
WP_010903488.1,VNG_RS07835,VNG2023G,1059,1495368,1496426,protein_coding,aldo/keto reductase
WP_010903490.1,VNG_RS07840,VNG2025G,915,1496766,1497680,protein_coding,acyltransferase
WP_010903491.1,VNG_RS07845,VNG2027H,246,1497707,1497952,protein_coding,zinc ribbon domain-containing protein
WP_049892529.1,VNG_RS07850,,714,1497949,1498662,protein_coding,hypothetical protein
WP_010903493.1,VNG_RS07855,VNG2029H,393,1498703,1499095,protein_coding,hypothetical protein
WP_010903494.1,VNG_RS07865,VNG2031G,807,1499405,1500211,protein_coding,D(+) synthetase
WP_010903495.1,VNG_RS07870,VNG2032G,675,1500208,1500882,protein_coding,enoyl-CoA hydratase/isomerase family protein
WP_012289417.1,VNG_RS07875,,666,1500942,1501607,protein_coding,hypothetical protein
WP_010903497.1,VNG_RS07885,VNG2035H,237,1501863,1502099,protein_coding,hypothetical protein
WP_010903498.1,VNG_RS07890,VNG2036G,570,1502096,1502665,protein_coding,D-binding protein
WP_010903499.1,VNG_RS07895,VNG2037C,1521,1502692,1504212,protein_coding,PAS domain S-box protein
WP_010903500.1,VNG_RS07900,VNG2039H,798,1504536,1505333,protein_coding,hypothetical protein
WP_012289420.1,VNG_RS07905,,474,1505415,1505888,protein_coding,hypothetical protein
WP_010903503.1,VNG_RS07910,VNG2043G,555,1505903,1506457,protein_coding,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family"
WP_010903504.1,VNG_RS07915,VNG2044H,282,1506498,1506779,protein_coding,hypothetical protein
WP_010903505.1,VNG_RS07920,VNG2045G,1599,1506828,1508426,protein_coding,serine/threonine protein kise
WP_010903506.1,VNG_RS07925,VNG2047G,135,1508435,1508569,protein_coding,30S ribosomal protein S27ae
WP_010903507.1,VNG_RS07930,VNG2048G,309,1508571,1508879,protein_coding,30S ribosomal protein S24e
WP_012289421.1,VNG_RS07935,,534,1508935,1509468,protein_coding,DUF359 domain-containing protein
WP_010903509.1,VNG_RS07940,VNG2051G,198,1509474,1509671,protein_coding,D-directed R polymerase subunit E''
WP_010903510.1,VNG_RS07945,VNG2053G,573,1509672,1510244,protein_coding,D-directed R polymerase
WP_010903511.1,VNG_RS07950,VNG2054H,384,1510248,1510631,protein_coding,hypothetical protein
WP_010903512.1,VNG_RS07955,VNG2056G,1245,1510636,1511880,protein_coding,translation initiation factor 2 subunit gamma
WP_049892531.1,VNG_RS07960,VNG2059H,981,1512003,1512983,protein_coding,hypothetical protein
WP_010903514.1,VNG_RS07965,VNG2060G,822,1512989,1513810,protein_coding,ATP-binding protein
WP_012289423.1,VNG_RS07970,VNG2062G,1317,1513807,1515123,protein_coding,ATP-binding protein
WP_010903516.1,VNG_RS07975,VNG2064H,1716,1515193,1516908,protein_coding,TIGR03663 family protein
WP_012289424.1,VNG_RS07980,VNG2063G,1143,1517038,1518180,protein_coding,acetyl-CoA C-acyltransferase
WP_010903518.1,VNG_RS07985,VNG2065G,774,1518251,1519024,protein_coding,dolichol-P-glucose transferase
WP_010903519.1,VNG_RS07990,VNG2067H,471,1519017,1519487,protein_coding,GtrA family protein
WP_012289426.1,VNG_RS07995,VNG2068C,1866,1519498,1521363,protein_coding,potassium transporter
WP_010903521.1,VNG_RS08000,VNG2071G,1953,1521456,1523408,protein_coding,long-chain fatty acid--CoA ligase
WP_010903522.1,VNG_RS08005,VNG2073C,909,1523420,1524328,protein_coding,MBL fold hydrolase
WP_010903523.1,VNG_RS08010,VNG2072G,1383,1524446,1525828,protein_coding,serine--tR ligase
WP_010903524.1,VNG_RS08015,VNG2074H,330,1525893,1526222,protein_coding,hypothetical protein
WP_012289427.1,VNG_RS08020,VNG2075C,498,1526305,1526802,protein_coding,hypothetical protein
WP_010903526.1,VNG_RS08025,VNG2076G,144,1526849,1526992,protein_coding,50S ribosomal protein L40e
WP_012289428.1,VNG_RS08030,VNG2079G,432,1527060,1527491,protein_coding,NUDIX domain-containing protein
WP_010903528.1,VNG_RS08035,VNG2078G,537,1527488,1528024,protein_coding,N-acetyltransferase
WP_010903529.1,VNG_RS08040,VNG2080C,618,1528082,1528699,protein_coding,MBL fold hydrolase
WP_010903530.1,VNG_RS08045,VNG2081H,186,1528776,1528961,protein_coding,hypothetical protein
WP_010903531.1,VNG_RS08050,VNG2081a,549,1528958,1529506,protein_coding,DUF99 domain-containing protein
WP_010903532.1,VNG_RS08055,VNG2082G,612,1529534,1530145,protein_coding,uracil-D glycosylase
WP_010903533.1,VNG_RS08060,VNG2084G,996,1530149,1531144,protein_coding,"phosphote ABC transporter, permease protein PhnE"
WP_010903534.1,VNG_RS08065,VNG2085G,843,1531141,1531983,protein_coding,phosphote ABC transporter ATP-binding protein
WP_010903535.1,VNG_RS08070,VNG2086G,963,1532071,1533033,protein_coding,phosphate-binding protein
WP_010903536.1,VNG_RS08075,VNG2087G,657,1533185,1533841,protein_coding,imidazole glycerol phosphate synthase subunit HisH
WP_012289430.1,VNG_RS08080,,354,1533929,1534282,protein_coding,hypothetical protein
WP_010903537.1,VNG_RS08085,VNG2088G,1116,1534374,1535489,protein_coding,tR (guanine(10)-N(2))-dimethyltransferase
WP_010903538.1,VNG_RS08090,VNG2089H,441,1535505,1535945,protein_coding,hypothetical protein
WP_012289431.1,VNG_RS08095,VNG2091H,828,1535942,1536769,protein_coding,phosphatase PAP2 family protein
WP_010903540.1,VNG_RS08100,VNG2093G,1365,1536751,1538115,protein_coding,glutamine synthetase
WP_010903541.1,VNG_RS08105,VNG2094G,465,1538241,1538705,protein_coding,AsnC family transcriptiol regulator
WP_010903542.1,VNG_RS08110,VNG2096G,1971,1538840,1540810,protein_coding,thermosome subunit
WP_010903543.1,VNG_RS08115,VNG2097C,1206,1540767,1541972,protein_coding,DUF418 domain-containing protein
WP_010903544.1,VNG_RS08125,VNG2098H,195,1542149,1542343,protein_coding,hypothetical protein
WP_010903545.1,VNG_RS08130,VNG2099C,384,1542347,1542730,protein_coding,reactive intermediate/imine deamise
WP_010903546.1,VNG_RS08135,VNG2100G,1233,1542781,1544013,protein_coding,threonine ammonia-lyase
WP_010903547.1,VNG_RS08140,VNG2101H,435,1544296,1544730,protein_coding,hypothetical protein
WP_010903548.1,VNG_RS08145,VNG2102G,1131,1544781,1545911,protein_coding,citrate (Si)-synthase
WP_010903549.1,VNG_RS08150,VNG2104G,1257,1546022,1547278,protein_coding,potassium channel protein
WP_010903550.1,VNG_RS08155,VNG2105H,270,1547275,1547544,protein_coding,hypothetical protein
WP_010903551.1,VNG_RS08160,VNG2106G,957,1547630,1548586,protein_coding,deacylase
WP_010903552.1,VNG_RS08165,VNG2108G,1092,1548632,1549723,protein_coding,threonine synthase
WP_010903553.1,VNG_RS08170,VNG2109H,222,1549720,1549941,protein_coding,hypothetical protein
WP_010903554.1,VNG_RS08175,VNG2110C,1263,1550019,1551281,protein_coding,DUF1743 domain-containing protein
WP_012289434.1,VNG_RS08180,VNG2112C,963,1551415,1552377,protein_coding,transcriptiol regulator
WP_012289435.1,VNG_RS08185,VNG2113C,1131,1552374,1553504,protein_coding,mechanosensitive ion channel family protein
WP_010903557.1,VNG_RS08190,VNG2115H,246,1553564,1553809,protein_coding,glutaredoxin
WP_010903558.1,VNG_RS08195,VNG2116C,1437,1553875,1555311,protein_coding,NCS2 family permease
WP_010903559.1,VNG_RS08200,VNG2117C,720,1555430,1556149,protein_coding,adenine phosphoribosyltransferase
WP_010903560.1,VNG_RS08205,VNG2118G,528,1556228,1556755,protein_coding,orotate phosphoribosyltransferase
WP_012289436.1,VNG_RS08210,VNG2119C,546,1556811,1557356,protein_coding,hypothetical protein
WP_010903562.1,VNG_RS08215,VNG2120G,840,1557442,1558281,protein_coding,proline dehydrogese
WP_010903563.1,VNG_RS08220,VNG2121C,618,1558353,1558970,protein_coding,DUF502 domain-containing protein
WP_010903564.1,VNG_RS08225,VNG2122G,927,1559008,1559934,protein_coding,branched-chain amino acid transamise
WP_010903565.1,VNG_RS08230,VNG2123G,1476,1560066,1561541,protein_coding,arginine:ornithine antiporter
WP_010903566.1,VNG_RS08235,VNG2124C,1749,1561543,1563291,protein_coding,hypothetical protein
WP_010903567.1,VNG_RS08240,VNG2125G,669,1563368,1564036,protein_coding,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
WP_012289437.1,VNG_RS08245,VNG2126C,702,1564023,1564724,protein_coding,riboflavin kise
WP_010903569.1,VNG_RS08250,VNG2128C,978,1564788,1565765,protein_coding,4-demethylwyosine synthase TYW1
WP_010903571.1,VNG_RS08255,VNG2130G,918,1566101,1567018,protein_coding,MinD/ParA family protein
WP_012289438.1,VNG_RS08260,VNG2131G,1251,1567133,1568383,protein_coding,peptide chain release factor 1
WP_010903573.1,VNG_RS08265,VNG2132G,663,1568401,1569063,protein_coding,ferredoxin
WP_010903574.1,VNG_RS08270,VNG2133H,393,1569140,1569532,protein_coding,hypothetical protein
WP_010903575.1,VNG_RS08275,VNG2135G,675,1569547,1570221,protein_coding,V-type ATP synthase subunit D
WP_012289439.1,VNG_RS08280,VNG2136G,1023,1570278,1571300,protein_coding,"beta-carotene 15,15'-dioxygese"
WP_012289440.1,VNG_RS08285,VNG2137G,714,1571291,1572004,protein_coding,lycopene cyclase
WP_010903578.1,VNG_RS08290,VNG2138G,1416,1572295,1573710,protein_coding,V-type ATP synthase subunit B
WP_010903579.1,VNG_RS08295,VNG2139G,1758,1573716,1575473,protein_coding,ATP synthase subunit A
WP_010903580.1,VNG_RS08300,VNG2140G,363,1575479,1575841,protein_coding,ATP synthase subunit F
WP_010903581.1,VNG_RS08305,VNG2141G,1059,1575838,1576896,protein_coding,ATP synthase subunit C
WP_010903582.1,VNG_RS08310,VNG2142G,588,1576893,1577480,protein_coding,ATP synthase subunit E
WP_012289441.1,VNG_RS08315,VNG2143G,270,1577503,1577772,protein_coding,F0F1 ATP synthase subunit C
WP_010903584.1,VNG_RS08320,VNG2144G,2169,1577784,1579952,protein_coding,ATP synthase subunit I
WP_010903585.1,VNG_RS08325,VNG2146H,333,1579939,1580271,protein_coding,V-type ATP synthase subunit H
WP_012289442.1,VNG_RS08330,VNG2147G,630,1580373,1581002,protein_coding,SAM-dependent methyltransferase
WP_012289443.1,VNG_RS08335,,462,1580999,1581460,protein_coding,hypothetical protein
WP_010903587.1,VNG_RS08340,VNG2148H,1236,1581505,1582740,protein_coding,hypothetical protein
