"query","NOGs","COG_category","HMM_description"
"WP_010903682.1","COG0293@NOG COG3269@NOG","J","Specifically methylates the uridine in position 2552 of 23S rRNA at the 2'-O position of the ribose in the fully assembled 50S ribosomal subunit (By similarity)"
"WP_010903683.1","COG1738@NOG","S","Uncharacterized ACR, YhhQ family COG1738"
"WP_010903684.1","COG3609@NOG","K","transcriptional regulator, CopG Arc MetJ family"
"WP_010903685.1","COG0805@NOG","U","Sec-independent periplasmic protein translocase"
"WP_010903686.1","COG0805@NOG","U","Sec-independent periplasmic protein translocase"
"WP_010903687.1","COG1193@NOG","L","DNA mismatch repair protein, muts"
"WP_010903688.1","COG1474@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_010903689.1","COG0120@NOG","G","Phosphoriboisomerase A"
"WP_010903690.1","0ZFRM@NOG",NA,NA
"WP_010903691.1","COG2827@NOG","L","Excinuclease ABC C subunit domain protein"
"WP_010903692.1","COG1109@NOG","G","phosphoglucomutase phospho-mannomutase"
"WP_010903693.1","COG0454@NOG","K","GCN5-related N-acetyltransferase"
"WP_010903695.1","COG0470@NOG","L","Part of the RFC clamp loader complex which loads the PCNA sliding clamp onto DNA (By similarity)"
"WP_010903696.1","COG0435@NOG","O","glutathione s-transferase"
"WP_010903697.1","COG1651@NOG","O","Inherit from arCOG: DSBA oxidoreductase"
"WP_010903698.1","COG0013@NOG","J","Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)"
"WP_010903699.1","COG0139@NOG","E","phosphoribosyl-amp cyclohydrolase (EC 3.5.4.19)"
"WP_010903701.1","COG2185@NOG","E","Glutamate mutase subunit sigma"
"WP_010903702.1","COG4865@NOG","E","Methylaspartate mutase"
"WP_010903703.1","COG3799@NOG","E","methylaspartate ammonia-lyase (EC 4.3.1.2)"
"WP_010903704.1","COG2030@NOG","I","MaoC like domain"
"WP_010903705.1","COG0427@NOG","C","Acetyl-CoA hydrolase/transferase N-terminal domain"
"WP_010903706.1","110P6@NOG","S","Protein of unknown function (DUF2029)"
"WP_010903707.1","COG0633@NOG","C","Ferredoxin"
"WP_010903708.1","COG0106@NOG","E","Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase"
"WP_010903709.1","COG0131@NOG","E","Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)"
"WP_010903710.1","0ZEP9@NOG",NA,NA
"WP_010903713.1","COG1739@NOG","S","Domain of unknown function (DUF1949)"
"WP_010903715.1","COG0492@NOG","O","Thioredoxin reductase"
"WP_010903716.1","COG1506@NOG","E","peptidase S9 prolyl oligopeptidase active site domain protein"
"WP_010903717.1","0Z9N5@NOG",NA,NA
"WP_010903718.1","COG0035@NOG","F","Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate (By similarity)"
"WP_010903719.1","0Y96B@NOG",NA,NA
"WP_010903720.1","COG0306@NOG","P","phosphate transporter"
"WP_010903721.1","COG1253@NOG","P","Transporter associated domain"
"WP_010903722.1","COG0695@NOG","O","Glutaredoxin"
"WP_010903723.1","COG1225@NOG","O","alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen"
"WP_010903724.1","COG0009@NOG","J","Sua5 YciO YrdC YwlC family protein"
"WP_010903725.1","0ZZYJ@NOG","S","Inherit from NOG: divergent AAA"
"WP_010903726.1","0YI1Y@NOG",NA,NA
"WP_010903728.1","COG1268@NOG","S","BioY protein"
"WP_010903729.1","COG1122@NOG","P","ABC transporter"
"WP_010903731.1","COG1670@NOG","K","acetyltransferase"
"WP_010903732.1","COG0113@NOG","H","Delta-aminolevulinic acid dehydratase"
"WP_010903733.1","0Z3BI@NOG","S","CAAX protease self-immunity"
"WP_010903735.1","COG0001@NOG","H","Glutamate-1-semialdehyde aminotransferase"
"WP_010903736.1","110IX@NOG",NA,NA
"WP_010903738.1","COG0181@NOG","H","(porphobilinogen deaminase) (EC 2.5.1.61)"
"WP_010903739.1","COG0007@NOG","H","Uroporphyrin-III C-methyltransferase"
"WP_010903740.1","COG1587@NOG","H","Uroporphyrinogen-III synthase"
"WP_010903741.1","COG0608@NOG","L","phosphoesterase RecJ domain protein"
"WP_010903742.1","COG0784@NOG COG2203@NOG","T","multi-sensor signal transduction histidine kinase"
"WP_010903744.1","COG0694@NOG","O","Nitrogen-fixing NifU domain protein"
"WP_010903745.1","COG1933@NOG","L","Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase (By similarity)"
"WP_010903746.1","COG1661@NOG","S","polA operon protein ( DNA-binding protein)"
"WP_010903749.1","0ZDW9@NOG",NA,NA
"WP_010903750.1","COG4608@NOG","E","ABC transporter"
"WP_010903751.1","COG0444@NOG","E","Oligopeptide dipeptide ABC transporter ATPase"
"WP_010903752.1","COG1173@NOG","E","Binding-protein-dependent transport systems inner membrane component"
"WP_010903753.1","COG0601@NOG","E","ABC transporter permease"
"WP_010903755.1","COG0517@NOG","S","CBS domain containing protein"
"WP_010903756.1","COG0423@NOG","J","glycyl-tRNA synthetase (EC 6.1.1.14)"
"WP_010903758.1","COG1111@NOG COG1948@NOG","L","Hef nuclease"
"WP_010903759.1","COG0747@NOG","E","Extracellular solute-binding protein family 5"
"WP_010903760.1","COG0601@NOG","E","ABC transporter permease"
"WP_010903761.1","COG1173@NOG","E","transport"
"WP_010903763.1","COG4608@NOG","E","ABC transporter"
"WP_010903764.1","COG1645@NOG","S","Sjogrens syndrome scleroderma autoantigen 1"
"WP_010903765.1","COG0039@NOG","C","Catalyzes the reversible oxidation of malate to oxaloacetate (By similarity)"
"WP_010903766.1","COG1141@NOG","C","Ferredoxin"
"WP_010903767.1","COG1204@NOG","L","ski2-type helicase"
"WP_010903768.1","COG1617@NOG","S","KEOPS complex Cgi121-like subunit"
"WP_010903769.1","COG3363@NOG","F","Catalyzes the cyclization of 5-formylamidoimidazole-4- carboxamide ribonucleotide to IMP (By similarity)"
"WP_010903770.1","COG0639@NOG","T","Phosphodiesterase, MJ0936 family"
"WP_010903772.1","COG0527@NOG","E","aspartate kinase (EC 2.7.2.4)"
"WP_010903773.1","0YUGK@NOG",NA,NA
"WP_010903774.1","COG1277@NOG","S","ABC-2 type transporter"
"WP_010903775.1","COG1131@NOG","V","ABC transporter"
"WP_010903776.1","0YV4U@NOG",NA,NA
"WP_010903777.1","12D66@NOG",NA,NA
"WP_010903778.1","COG0322@NOG","L","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision (By similarity)"
"WP_010903779.1","COG0208@NOG","F","Ribonucleotide-diphosphate reductase subunit beta"
"WP_010903780.1","COG0209@NOG","F","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"
"WP_010903784.1","COG0556@NOG","L","damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage (By similarity)"
"WP_010903785.1","0YVNS@NOG",NA,NA
"WP_010903787.1","COG2897@NOG","P","Sulfurtransferase"
"WP_010903788.1","COG4143@NOG","H","ABC transporter, periplasmic binding protein, thiB subfamily"
"WP_010903789.1","COG1178@NOG","P","binding-protein-dependent transport systems inner membrane component"
"WP_010903790.1","COG3842@NOG","G","ABC transporter"
"WP_010903792.1","COG4711@NOG","S","Inherit from COG: integral membrane protein TIGR02587"
"WP_010903794.1","0YG7P@NOG",NA,NA
"WP_010903796.1","COG0534@NOG","V","MATE efflux family protein"
"WP_010903797.1","COG3364@NOG","L","Zn-ribbon containing protein (DUF2072)"
"WP_010903800.1","COG1474@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_010903801.1","10ZW6@NOG",NA,NA
"WP_010903802.1","COG2259@NOG","S","DoxX family"
"WP_010903803.1","COG0640@NOG","K","Inherit from arCOG: regulator"
"WP_010903804.1","0YSJA@NOG",NA,NA
"WP_010903805.1","COG0681@NOG","U","peptidase"
"WP_010903807.1","COG0075@NOG","E","aminotransferase class V"
"WP_010903808.1","COG0477@NOG","G","major facilitator superfamily"
"WP_010903810.1","COG2873@NOG","E","O-acetylhomoserine O-acetylserine sulfhydrylase"
"WP_010903811.1","COG0247@NOG COG0277@NOG","C","oxidase domain protein"
"WP_010903812.1","COG0560@NOG","E","phosphoserine phosphatase"
"WP_010903813.1","COG0111@NOG","H","D-3-phosphoglycerate dehydrogenase"
"WP_010903814.1","COG1607@NOG","I","Thioesterase superfamily protein"
"WP_010903816.1","COG0498@NOG","E","Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine (By similarity)"
"WP_010903817.1","0YR22@NOG",NA,NA
"WP_010903818.1","COG0393@NOG","S","UPF0145 protein"
"WP_010903820.1","COG0165@NOG","E","argininosuccinate lyase"
"WP_010903821.1","COG0137@NOG","E","argininosuccinate synthase (EC 6.3.4.5)"
"WP_010903824.1","COG1199@NOG","K","DEAD_2 domain protein"
"WP_010903826.1","COG0783@NOG","P","Ferritin Dps family protein"
"WP_010903828.1","COG0640@NOG","K","arsR family"
"WP_010903831.1","COG2309@NOG","E","peptidase M29 aminopeptidase II"
"WP_010903833.1","COG0237@NOG","H","adenylate kinase"
"WP_010903834.1","COG1931@NOG","S","Pfam:DUF54"
"WP_010903836.1","COG1824@NOG","P","MgtE integral membrane region"
"WP_010903837.1","COG1824@NOG","P","MgtE integral membrane region"
"WP_010903838.1","COG0541@NOG","U","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY (By similarity)"
"WP_010903839.1","COG1310@NOG","S","Inherit from COG: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)"
"WP_010903840.1","COG0552@NOG","U","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC) (By similarity)"
"WP_010903841.1","COG1730@NOG","O","Molecular chaperone capable of stabilizing a range of proteins. Seems to fulfill an ATP-independent, HSP70-like function in archaeal de novo protein folding (By similarity)"
"WP_010903842.1","COG1976@NOG","J","Binds to the 50S ribosomal subunit and prevents its association with the 30S ribosomal subunit to form the 70S initiation complex (By similarity)"
"WP_010903843.1","COG2097@NOG","J","50S ribosomal protein L31e"
"WP_010903844.1","COG2167@NOG","J","50S ribosomal protein L39e"
"WP_010903845.1","COG0457@NOG","S","TPR repeat-containing protein"
"WP_010903846.1","COG2412@NOG","S","Protein of unknown function (DUF424)"
"WP_010903847.1","COG0520@NOG","E","Cysteine desulfurase"
"WP_010903848.1","COG0822@NOG","C","Suf system fes assembly protein, nifu family"
"WP_010903850.1","COG1499@NOG","J","NMD3 family"
"WP_010903851.1","COG2520@NOG","J","Methyltransferase"
"WP_010903854.1","COG0704@NOG","P","Inherit from arCOG: phosphate uptake regulator PhoU"
"WP_010903855.1","COG1117@NOG","P","phosphate ABC transporter ATP-binding protein"
"WP_010903856.1","COG0581@NOG","P","Phosphate ABC transporter"
"WP_010903857.1","COG0573@NOG","P","Phosphate ABC transporter"
"WP_010903858.1","COG0226@NOG","P","Phosphate ABC transporter"
"WP_010903859.1","COG0702@NOG","M","NmrA-like family"
"WP_010903860.1","0YHGF@NOG",NA,NA
"WP_010903861.1","COG0613@NOG","S","PHP domain protein"
"WP_010903863.1","COG1146@NOG","C","Ferredoxin"
"WP_010903865.1","0YYBK@NOG","S","Protein of unknown function, DUF393"
"WP_010903867.1","COG0518@NOG","F","Glutamine amidotransferase class-I"
"WP_010903868.1","COG1078@NOG","S","HDc"
"WP_010903869.1","COG0016@NOG","J","Phenylalanyl-tRNA synthetase subunit alpha"
"WP_010903870.1","COG0072@NOG","J","Phenylalanyl-tRNA synthetase subunit beta (EC 6.1.1.20)"
"WP_010903871.1","COG0167@NOG","F","Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor (By similarity)"
"WP_010903872.1","11XII@NOG","S","non-histone chromosomal MC1 family protein"
"WP_010903874.1","10ZNR@NOG",NA,NA
"WP_010903876.1","COG1236@NOG","J","mRNA 3'-end processing factor"
"WP_010903877.1","COG1012@NOG","C","Aldehyde dehydrogenase"
"WP_010903878.1","COG2125@NOG","J","30S ribosomal protein S6e"
"WP_010903880.1","COG0524@NOG","G","pfkB family carbohydrate kinase"
"WP_010903881.1","COG0434@NOG","S","photosystem I"
"WP_010903882.1","COG2404@NOG","S","RecJ-like exonuclease"
"WP_010903884.1","0YJV4@NOG","T","UspA domain protein"
"WP_010903885.1","COG0454@NOG","K","GCN5-related N-acetyltransferase"
"WP_010903887.1","11FXJ@NOG",NA,NA
"WP_010903888.1","0YN0F@NOG",NA,NA
"WP_010903889.1","COG0444@NOG COG4608@NOG","E","Oligopeptide dipeptide ABC transporter, ATPase subunit"
"WP_010903891.1","COG0601@NOG","E","binding-protein-dependent transport systems inner membrane component"
"WP_010903892.1","COG1173@NOG","E","binding-protein-dependent transport systems inner membrane component"
"WP_010903893.1","110XT@NOG",NA,NA
"WP_010903894.1","COG0044@NOG","F","dihydroorotase EC 3.5.2.3"
"WP_010903895.1","COG0095@NOG","H","biotin lipoate A B protein ligase"
"WP_010903896.1","1267B@NOG",NA,NA
"WP_010903897.1","COG3431@NOG","S","Phosphate-starvation-inducible E"
"WP_010903898.1","COG1335@NOG","Q","Isochorismatase"
"WP_010903899.1","11NKY@NOG",NA,NA
"WP_010903900.1","COG1488@NOG","H","nicotinate phosphoribosyltransferase"
"WP_010903901.1","COG2078@NOG","S","AMMECR1 domain protein"
"WP_010903903.1","COG2309@NOG","E","aminopeptidase"
"WP_010903904.1","COG0525@NOG","J","amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)"
"WP_010903905.1","11HND@NOG","P","ABC-type Fe3 -hydroxamate transport system periplasmic component-like protein"
"WP_010903906.1","COG0609@NOG","P","transport system permease protein"
"WP_010903907.1","COG1120@NOG","P","ABC transporter"
"WP_010903908.1","COG1023@NOG","G","6-phosphogluconate dehydrogenase"
"WP_010903909.1","COG0693@NOG","K","ThiJ PfpI domain protein"
"WP_010903910.1","COG0633@NOG","C","Ferredoxin"
"WP_010903911.1","1103Y@NOG",NA,NA
"WP_010903912.1","COG1120@NOG","P","ABC transporter"
"WP_010903913.1","COG0609@NOG","P","transport system permease"
"WP_010903914.1","11HND@NOG","P","Ferrichrome-binding protein"
"WP_010903915.1","10ZYJ@NOG","K","DNA binding protein"
"WP_010903916.1","COG0168@NOG","P","TRK potassium uptake system protein"
"WP_010903917.1","0YB21@NOG",NA,NA
"WP_010903918.1","COG3354@NOG","N","K07330 archaeal flagellar protein FlaG"
"WP_010903919.1","0YWFT@NOG","T","Inherit from COG: regulatoR"
"WP_010903920.1","COG0717@NOG","F","deoxyuridine 5'-triphosphate nucleotidohydrolase"
"WP_010903921.1","COG1404@NOG","O","Peptidase S8 and S53 subtilisin kexin sedolisin"
"WP_010903922.1","COG1048@NOG","C","aconitate hydratase"
"WP_010903924.1","0ZACR@NOG",NA,NA
"WP_010903925.1","0YJKD@NOG",NA,NA
"WP_010903926.1","COG1321@NOG","K","HTH_DTXR"
"WP_010903927.1","COG0494@NOG","F","NUDIX hydrolase"
"WP_010903928.1","COG2608@NOG","P","heavy metal transport detoxification protein"
"WP_010903929.1","COG0607@NOG","P","Rhodanese domain protein"
"WP_010903930.1","COG0023@NOG","J","Protein translation factor SUI1 homolog"
"WP_010903931.1","110IW@NOG",NA,NA
"WP_010903932.1","COG1478@NOG","H","Catalyzes the GTP-dependent successive addition of two or more gamma-linked L-glutamates to the L-lactyl phosphodiester of 7,8-didemethyl-8-hydroxy-5-deazariboflavin (F420-0) to form coenzyme F420-0-glutamyl-glutamate (F420-2) or polyglutamated F420 derivatives (By similarity)"
"WP_010903933.1","COG0218@NOG","S","Necessary for normal cell division and for the maintenance of normal septation (By similarity)"
"WP_010903934.1","COG2968@NOG","S","Protein of unknown function (DUF541)"
"WP_010903936.1","COG0694@NOG","O","Nitrogen-fixing NifU domain protein"
"WP_010903937.1","COG1084@NOG","S","GTP-binding protein"
"WP_010903938.1","10ZN3@NOG",NA,NA
"WP_010903939.1","COG0140@NOG","E","Phosphoribosyl-ATP pyrophosphatase"
"WP_010903940.1","COG1259@NOG","S","Pfam:DUF151"
"WP_010903941.1","COG0311@NOG","H","Involved in the hydrolysis of glutamine to glutamate and ammonia. Channels an ammonia molecule to PdxS (By similarity)"
"WP_010903942.1","COG4023@NOG","U","but it may be involved in stabilization of the trimeric complex (By similarity)"
