"query","NOGs","COG_category","HMM_description"
"NP_012726.2","11V0I@NOG","U","Required for the import and folding of small cysteine- containing proteins (small Tim) in the mitochondrial intermembrane space (IMS). Forms a redox cycle with ERV1 that involves a disulfide relay system. Precursor proteins to be imported into the IMS are translocated in their reduced form into the mitochondria. The oxidized form of MIA40 forms a transient intermolecular disulfide bridge with the reduced precursor protein, resulting in oxidation of the precursor protein that now contains an intramolecular disulfide bond and is able to undergo folding in the IMS"
"NP_012727.1","COG0441@NOG","J","Anticodon binding domain"
"NP_012728.1","COG4886@NOG","T","Leucine Rich Repeat"
"NP_012729.1","COG0236@NOG","C","Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)"
"NP_012730.1","COG1736@NOG","J","Required for the first step of diphthamide biosynthesis, the transfer of 3-amino-3-carboxypropyl from S-adenosyl-L- methionine to a histidine residue. Diphthamide is a post- translational modification of histidine which occurs in elongation factor 2"
"NP_012731.1","COG5126@NOG","T","Regulatory subunit of calcineurin, a calcium-dependent, calmodulin stimulated protein phosphatase. Confers calcium sensitivity"
"NP_012732.1","0XP4S@NOG","S","Mo25-like"
"NP_012733.1","COG4178@NOG","I","K15628 ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein"
"NP_012734.1","11584@NOG","U","SUR7/PalI family"
"NP_012735.1","12CIR@NOG","A","mRNA transport regulator"
"NP_012736.1","11TUM@NOG","K","GATA zinc finger"
"NP_012737.1","COG0019@NOG","E","Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
"NP_012738.1","119TE@NOG",NA,NA
"NP_012739.1","COG0331@NOG COG2030@NOG COG4981@NOG","I","fatty acid synthase subunit beta"
"NP_012740.1","COG0462@NOG","F","Ribose-phosphate pyrophosphokinase"
"NP_012741.1","COG0091@NOG","J","ribosomal protein L17"
"NP_012742.1","0XPRP@NOG","U","CASP C terminal"
"NP_012743.1","11KEN@NOG","T","a factor receptor"
"NP_012745.1","11BK3@NOG","U","Involved in extracellular amino acid uptake. Required for the protein trafficking from the Golgi to the plasma membrane (By similarity)"
"NP_012746.1","COG0428@NOG","P","ZIP Zinc transporter"
"NP_012747.1","COG0531@NOG","E","Amino acid permease"
"NP_012748.1","COG0480@NOG","J","114 kDa U5 small nuclear ribonucleoprotein component"
"NP_012749.1","0YYHN@NOG","A","Eukaryotic rRNA processing protein EBP2"
"NP_012750.1","COG0515@NOG","T","STYKc"
"NP_012751.1","COG0093@NOG","J","mitochondrial 54S ribosomal protein YmL38 YmL34"
"NP_012753.2","0XQ0D@NOG","T","Serine Threonine protein kinase"
"NP_012754.1","0XZBA@NOG","J","mitochondrial 54S ribosomal protein MRP49"
"NP_012755.1","0XPQQ@NOG","T","protein kinase A signaling cascade"
"NP_012756.1","COG1524@NOG","G","Ethanolamine phosphate transferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers ethanolamine phosphate to the first alpha-1,4-linked mannose of the glycosylphosphatidylinositol precursor of GPI-anchor"
"NP_012757.1","11W61@NOG","S","Component of the outer cell wall layer. Required for stability of the cell wall and for optimal growth. Required for resistance against several antifungal and cell wall-perturbing agents"
"NP_012758.1","11W61@NOG","S","Component of the outer cell wall layer. Required for stability of the cell wall and for optimal growth. Required for resistance against several antifungal and cell wall-perturbing agents"
"NP_012760.1","11B18@NOG","S","Inherit from ascNOG: Pfam:DUF185"
"NP_012761.1","0XNY0@NOG","T","Mitogen-activated protein kinase"
"NP_012762.1","COG4888@NOG","K","Transcription elongation factor Elf1 like"
"NP_012763.1","11I50@NOG","T","Calcipressin"
"NP_012765.3","COG0308@NOG","E, O","Peptidase family M1"
"NP_012766.1","COG2051@NOG","J","40S ribosomal protein S27"
"NP_012767.1","COG5459@NOG","J","mitochondrial 37S ribosomal protein RSM22"
"NP_012768.1","COG2229@NOG","U","signal recognition particle receptor subunit beta"
"NP_012770.1","COG0588@NOG","G","PGAM"
"NP_012771.1","COG0063@NOG","G","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration (By similarity)"
"NP_012772.1","COG0543@NOG","M","may mediate the reduction of outer membrane cytochrome b5"
"NP_012773.1","0XP0F@NOG","A","Lariat debranching enzyme, C-terminal domain"
"NP_012774.1","COG1053@NOG","C","subunit of succinate dehydrogenase"
"NP_012776.1","COG0814@NOG","E","Transmembrane amino acid transporter protein"
"NP_012777.1","COG1222@NOG","O","AAA domain (dynein-related subfamily)"
"NP_012778.1","COG1095@NOG","K","RNA polymerase III subunit"
"NP_012779.1","0XP9T@NOG","U","Low temperature viability protein"
"NP_012780.1","12CT8@NOG","S","Protein of unknown function (DUF3294)"
"NP_012781.1","COG2009@NOG","C","membrane-anchoring mono-heme cytochrome b subunit of succinate dehydrogenase (SDH) that is involved in system II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)"
"NP_012782.1","COG0596@NOG","I","Partial alpha/beta-hydrolase lipase region"
"NP_012783.1","0XPIR@NOG","D","S_TKc"
"NP_012784.1","11ZYI@NOG","J","mitochondrial 54S ribosomal protein YmL31"
"NP_012785.2","11YK0@NOG","S","Cytochrome c oxidase biogenesis protein Cmc1 like"
"NP_012787.1","COG5096@NOG","U","Adaptin N terminal region"
"NP_012788.2","COG0339@NOG","O","Cleaves proteins, imported into the mitochondrion, to their mature size. While most mitochondrial precursor proteins are processed to the mature form in one step by mitochondrial processing peptidase (MPP), the sequential cleavage by MIP of an octapeptide after initial processing by MPP is a required step for a subgroup of nuclear-encoded precursor proteins destined for the matrix or the inner membrane"
"NP_012789.2","11G0C@NOG",NA,NA
"NP_012790.1","COG0285@NOG","H","Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis (By similarity)"
"NP_012792.1","11ACU@NOG","Z","RNA-binding protein that binds specific mRNAs including the ASH1 mRNA, coding for a repressor of the HO endonuclease. Part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud and in the daughter cell"
"NP_012793.2","COG5022@NOG","Z","Type-I myosin implicated in the organization of the actin cytoskeleton. Required for proper actin cytoskeleton polarization. At the cell cortex, assembles in patch-like structures together with proteins from the actin-polymerizing machinery and promotes actin assembly. Functions as actin nucleation-promoting factor (NPF) for the Arp2 3 complex (By similarity)"
"NP_012794.1","11QJY@NOG","G","to uniprot P36069 Saccharomyces cerevisiae YKL128c suppressor of TPS2 mutant"
"NP_012795.1","COG0033@NOG","G","Phosphoglucomutase"
"NP_012796.1","0XNPH@NOG","T","Protein kinase C terminal domain"
"NP_012797.1","0XRJJ@NOG","K","RNA polymerase I-specific transcription initiation factor RRN3"
"NP_012798.1","0XPCC@NOG","U","Components of the endosome-vacuole trafficking pathway that regulates nutrient transport. May be involved in processes which determine whether plasma membrane proteins are degraded or routed to the plasma membrane"
"NP_012800.1","0YW1V@NOG","U","Signal recognition particle 9 kDa protein (SRP9)"
"NP_012801.1","0XQPJ@NOG","S","WD repeatcontaining protein"
"NP_012802.1","0XS37@NOG","C","Mitochondrial carrier protein"
"NP_012803.1","11Z9F@NOG","U","Endoplasmic reticulum-based factor for assembly of V-ATPase"
"NP_012805.1","121RT@NOG","O","Inherit from ascNOG: Hsp90 binding co-chaperone (Sba1)"
"NP_012806.1","0XNQ0@NOG","T","STYKc"
"NP_012808.1","COG0648@NOG","L","AP2Ec"
"NP_012809.1","COG0258@NOG","L","Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA (By similarity)"
"NP_012810.1","11582@NOG","K","General regulatory factor (GRF) that contributes to transcriptional activation of a large number of genes, as well as to DNA replication, silencing and telomere structure. Involved in the transcription activation of a subset of ribosomal protein genes. Binds the ARS-elements found in many promoters. Binds to the sequence 5'-TCN(7)ACG-3'"
"NP_012812.1","COG4088@NOG","F","Chromatin associated protein KTI12"
"NP_012814.1","0ZKCA@NOG","L","Has a role in the initiation of DNA replication. Required at S-phase checkpoint"
"NP_012815.1","COG1028@NOG","Q","short chain dehydrogenase"
"NP_012816.1","COG1448@NOG","E","Aspartate aminotransferase"
"NP_012817.1","11CSA@NOG",NA,NA
"NP_012818.1","COG0449@NOG","M","SIS domain"
"NP_012819.1","COG1362@NOG","E","Aminopeptidase I zinc metalloprotease (M18)"
"NP_012821.2","0XNQ0@NOG","D","S_TKc"
"NP_012822.1","0XTES@NOG","U","Signal peptide peptidase"
"NP_012823.2","COG5223@NOG","S","U3 small nucleolar RNA-associated protein"
"NP_012824.1","1141D@NOG","O","May be involved in telomere capping (By similarity)"
"NP_012827.1","11D8K@NOG",NA,NA
"NP_012828.1","COG5134@NOG","S","Family of unknown function (DUF572)"
"NP_012829.1","COG2267@NOG","I","Putative lysophospholipase"
"NP_012831.1","0XPU1@NOG","T","RasGAP"
"NP_012832.1","0XRSQ@NOG","I","SEC14-like 1 (S. cerevisiae)"
"NP_012833.1","101K4@NOG","L","Smr domain"
"NP_012834.1","11WER@NOG","S","Pfam:Mif2"
"NP_012835.1","COG0452@NOG","H","Flavoprotein"
"NP_012836.1","0YAUW@NOG","O","Cytochrome c/c1 heme lyase"
"NP_012837.1","COG5119@NOG","L","ParB-like nuclease domain"
"NP_012838.1","COG0039@NOG","C","Malate dehydrogenase"
"NP_012839.1","0XXHF@NOG","U","Required for the assembly or recycling of the small Tim proteins in the mitochondrial intermembrane, thereby participating in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane"
"NP_012841.1","11G0Y@NOG","S","Surfeit locus protein 6"
"NP_012842.1","COG0625@NOG","J","elongation factor 1 gamma domain-containing protein"
"NP_012843.1","COG5127@NOG","C","V-ATPase subunit C"
"NP_012844.1","COG5059@NOG","Z","KISc"
"NP_012845.1","COG1643@NOG","A","ATP-dependent RNA helicase"
"NP_012846.1","1004S@NOG",NA,NA
"NP_012848.1","11EH1@NOG",NA,NA
"NP_012849.1","0XP92@NOG","A","Inherit from ascNOG: splicing factor U2AF"
"NP_012850.1","COG0443@NOG","O","purine ribonucleoside monophosphate catabolic process"
"NP_012851.1","0ZVIG@NOG","S","Inherit from ascNOG: Sin3 complex subunit Stb2"
"NP_012852.1","11VKY@NOG","Q","KR domain"
"NP_012853.1","COG2808@NOG","K","Putative FMN-binding domain"
"NP_012854.1","COG1956@NOG","T","Inherit from ascNOG: GAF domain nucleotide-binding protein"
"NP_012855.1","102P1@NOG","B","Nucleoporin autopeptidase"
"NP_012856.1","COG0105@NOG","F","Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate"
"NP_012858.2","COG5374@NOG","U","B-cell receptor-associated protein 31-like"
"NP_012859.1","COG0598@NOG","P","CorA-like Mg2+ transporter protein"
"NP_012860.1","11AWI@NOG",NA,NA
"NP_012861.1","COG5048@NOG","K","Positive transcriptional factor that acts as a component of the stress responsive system. Recognizes and binds to the stress response element (STRE) which is involved in the response to various forms of stress (heat, oxidative, osmotic, etc.). Involved in the regulation of the CTT1, DDR2, HSP12 genes"
"NP_012862.1","11DU8@NOG","U","Component of the biogenesis of lysosome-related organelles complex-1 (BLOC-1) involved in endosomal cargo sorting (By similarity)"
"NP_012863.1","COG0191@NOG","G","Catalyzes the aldol condensation of dihydroxyacetone phosphate (DHAP or glycerone-phosphate) with glyceraldehyde 3- phosphate (G3P) to form fructose 1,6-bisphosphate (FBP) in gluconeogenesis and the reverse reaction in glycolysis (By similarity)"
"NP_012864.1","COG5222@NOG","A","DWNN"
"NP_012865.1","COG5123@NOG","K","TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation (By similarity)"
"NP_012866.1","117G8@NOG",NA,NA
"NP_012867.1","11FVP@NOG","D, Z","Involved in protein synthesis. Involved in microtubule stabilization"
"NP_012868.1","COG1028@NOG","Q","short chain dehydrogenase"
"NP_012869.1","0XWB2@NOG","B","RNA polymerase II degradation factor recruits the ubiquitination machinery to the RNA polymerase II for polyubiquitination, removal and degradation, when RAD26 fails to efficiently displace stalled RNA polymerase II. Also involved in telomere length regulation (By similarity)"
"NP_012870.1","11YV1@NOG","S","Uncharacterised protein family (UPF0203)"
"NP_012872.2","10E7H@NOG","D","Component of the DASH complex, a microtubule-binding subcomplex of the outer kinetochore that is essential for proper chromosome segregation. The DASH complex mediates the formation and maintenance of bipolar kinetochore-microtubule attachments by forming closed rings around spindle microtubules and establishing interactions with proteins from the central kinetochore"
"NP_012873.1","11GUA@NOG","T","Frag1/DRAM/Sfk1 family"
"NP_012874.1","12BXP@NOG","S","Required for normal formation of eisosomes, large cytoplasmic protein assemblies that localize to specialized domains on plasma membrane and mark the site of endocytosis (By similarity)"
"NP_012875.2","COG2036@NOG","B","Histone H3-like variant which exclusively replaces conventional H3 in the nucleosome core of centromeric chromatin at the inner plate of the kinetochore. Required for recruitment and assembly of kinetochore proteins, mitotic progression and chromosome segregation. May serve as an epigenetic mark that propagates centromere identity through replication and cell division"
"NP_012876.1","0YHHF@NOG","D","STYKc"
"NP_012877.1","0XQBR@NOG","S","Uncharacterized conserved protein (DUF2347)"
"NP_012878.1","0XTMT@NOG","G","Required for normal synthesis of the cell wall"
"NP_012879.1","COG2219@NOG","L","Eukaryotic and archaeal DNA primase, large subunit"
"NP_012881.1","0XQ28@NOG","K","pseudohyphal growth"
